" What should be the condition for the level of a left node?",It should be less than or equal to that of its parent,It should be greater than that of its parent,It should be strictly less than that of its parent,The level should be equal to one,d
" Of the following rules that are followed by an AA-tree, which of the following is incorrect?
1- Only right children can be red
2- Procedures are coded recursively
3- Instead of storing colors, the level of a node is stored
4- There should not be any left children",1,2,3,4,b
" In the given figure, find �?�.
",left rotation,right rotation,insertion,deletion,a
" What is an AVL tree?",a tree which is balanced and is a height balanced tree,a tree which is unbalanced and is a height balanced tree,a tree with three children,a tree with atmost 3 children,a
" Why we need to a binary tree which is height balanced?",to avoid formation of skew trees,to save memory,to attain faster memory access,to simplify storing,b
" Which of the below diagram is following AVL tree property?
 i.
ii.",only i,only i and ii,only ii,i is not a binary search tree,b
" Which of the following is true?",B + tree allows only the rapid random access,B + tree allows only the rapid sequential access,B + tree allows rapid random access as well as rapid sequential access,B + tree allows rapid random access and slower sequential access,b
" A B+ tree can contain a maximum of 7 pointers in a node. What is the minimum number of keys in leaves?",6,3,4,7,a
" Which of the following is false?",A B+ -tree grows downwards,A B+ -tree is balanced,"In a B+ -tree, the sibling pointers allow sequential searching",B+ -tree is shallower than B-tree,b
" Statement 1: When a node is split during insertion, the middle key is promoted to the parent as well as retained in right half-node.
Statement 2: When a key is deleted from the leaf, it is also deleted from the non-leaf nodes of the tree.",Statement 1 is true but statement 2 is false,Statement 2 is true but statement 1 is false,Both the statements are true,Both the statements are false,d
" Efficiency of finding the next record in B+ tree is ____",O(n),O(log n),O(nlog n),O(1),d
" What is the maximum number of keys that a B+ -tree of order 3 and of height 3 have?",3,80,27,26,c
" Which of the following is false?","Compared to B-tree, B+ -tree has larger fanout",Deletion in B-tree is more complicated than in B+ -tree,B+ -tree has greater depth than corresponding B-tree,Both B-tree and B+ -tree have same search and insertion efficiencies,c
" Which of the following is the most widely used external memory data structure?",AVL tree,B-tree,Red-black tree,Both AVL tree and Red-black tree,d
" B-tree of order n is a order-n multiway tree in which each non-root node contains __________",at most (n � 1)/2 keys,exact (n � 1)/2 keys,at least 2n keys,at least (n � 1)/2 keys,a
" A B-tree of order 4 and of height 3 will have a maximum of _______ keys.",255,63,127,188,c
" Five node splitting operations occurred when an entry is inserted into a B-tree. Then how many nodes are written?",14,7,11,5,a
" 2-3-4 trees are B-trees of order 4. They are an isometric of _____ trees.",AVL,AA,2-3,Red-Black,c
" What is the best case height of a B-tree of order n and which has k keys?",logn (k+1) � 1,nk,logk (n+1) � 1,klogn,a
" What will be the height of a balanced full binary tree with 8 leaves?",8,5,6,4,c
" The balance factor of a node in a binary tree is defined as _____",addition of heights of left and right subtrees,height of right subtree minus height of left subtree,height of left subtree minus height of right subtree,height of right subtree minus one,b
" Figure below is a balanced binary tree. If a node inserted as child of the node R, how many nodes will become unbalanced?
",2,1,3,0,a
" A binary tree is balanced if the difference between left and right subtree of every node is not more than ____",1,3,2,0,d
" Which of the following tree data structures is not a balanced binary tree?",AVL tree,Red-black tree,Splay tree,B-tree,b
" Balanced binary tree with n items allows the lookup of an item in ____ worst-case time.",O(log n),O(nlog 2),O(n),O(1),d
" Which of the following data structures can be efficiently implemented using height balanced binary search tree?",sets,priority queue,heap,both sets and priority queue,a
" Two balanced binary trees are given with m and n elements respectively. They can be merged into a balanced binary search tree in ____ time.",O(m+n),O(mn),O(m),O(mlog n),a
" Which of the following is an advantage of balanced binary search tree, like AVL tree, compared to binary heap?",insertion takes less time,deletion takes less time,searching takes less time,construction of the tree takes less time than binary heap,a
" What is the space complexity of searching in a heap?",O(logn),O(n),O(1),O(nlogn),d
" What is the best case complexity in building a heap?",O(nlogn),O(n2),O(n*longn *logn),O(n),a
" What is the location of a parent node for any arbitary node i?",(i/2) position,(i+1)/ position,floor(i/2) position,ceil(i/2) position,a
" Which of the following is false about a binary search tree?",The left child is always lesser than its parent,The right child is always greater than its parent,The left and right sub-trees should also be binary search trees,In order sequence gives decreasing order of elements,a
" What is the speciality about the inorder traversal of a binary search tree?",It traverses in a non increasing order,It traverses in an increasing order,It traverses in a random fashion,It traverses based on priority of the node,c
" What is the maximum number of children that a binary tree node can have?",0,1,2,3,a
" How many common operations are performed in a binary tree?",1,2,3,4,b
" What is the traversal strategy used in the binary tree?",depth-first traversal,breadth-first traversal,random traversal,Priority traversal,b
" How many types of insertion are performed in a binary tree?",1,2,3,4,c
" How many bits would a succinct binary tree occupy?",n+O(n),2n+O(n),n/2,n,d
" The number of edges from the root to the node is called __________ of the tree.",Height,Depth,Length,Width,a
" The number of edges from the node to the deepest leaf is called _________ of the tree.",Height,Depth,Length,Width,a
" What is a full binary tree?",Each node has exactly zero or two children,Each node has exactly two children,All the leaves are at the same level,Each node has exactly one or two children,c
" What is a complete binary tree?",Each node has exactly zero or two children,"A binary tree, which is completely filled, with the possible exception of the bottom level, which is filled from right to left","A binary tree, which is completely filled, with the possible exception of the bottom level, which is filled from left to right",A tree In which all nodes have degree 2,d
" What is the average case time complexity for finding the height of the binary tree?",h = O(loglogn),h = O(nlogn),h = O(n),h = O(log n),d
" Which of the following is not an advantage of trees?",Hierarchical structure,Faster search,Router algorithms,Undo/Redo operations in a notepad,b
" In a full binary tree if number of internal nodes is I, then number of leaves L are?",L = 2*I,L = I + 1,L = I � 1,L = 2*I � 1,d
" In a full binary tree if number of internal nodes is I, then number of nodes N are?",N = 2*I,N = I + 1,N = I � 1,N = 2*I + 1,d
" In a full binary tree if there are L leaves, then total number of nodes N are?",N = 2*L,N = L + 1,N = L � 1,N = 2*L � 1,d
" How many children does a binary tree have?",2,any number of children,0 or 1 or 2,0 or 1,c
" What is/are the disadvantages of implementing tree using normal arrays?",difficulty in knowing children nodes of a node,difficult in finding the parent of a node,have to know the maximum number of nodes possible before creation of trees,difficult to implement,a
" What must be the ideal size of array if the height of tree is �l�?",2l-1,l-1,l,2l,a
" What are the children for node �w� of a complete-binary tree in an array representation?",2w and 2w+1,2+w and 2-w,w+1/2 and w/2,w-1/2 and w+1/2,a
" What is the parent for a node �w� of a complete binary tree in an array representation when w is not 0?",floor(w-1/2),ceil(w-1/2),w-1/2,w/2,a
" If the tree is not a complete binary tree then what changes can be made for easy access of children of a node in the array?",every node stores data saying which of its children exist in the array,"no need of any changes continue with 2w and 2w+1, if node is at i",keep a seperate table telling children of a node,use another array parallel to the array with tree,a
" Advantages of linked list representation of binary trees over arrays?",dynamic size,ease of insertion/deletion,ease in randomly accessing a node,both dynamic size and ease in insertion/deletion,d
" Disadvantages of linked list representation of binary trees over arrays?",Randomly accessing is not possible,Extra memory for a pointer is needed with every element in the list,Difficulty in deletion,Random access is not possible and extra memory with every element,d
" Which of the following traversing algorithm is not used to traverse in a tree?",Post order,Pre order,Post order,Randomized,a
" Level order traversal of a tree is formed with the help of",breadth first search,depth first search,dijkstra�s algorithm,prims algorithm,d
" Identify the reason which doesn�t play a key role to use threaded binary trees?",The storage required by stack and queue is more,The pointers in most of nodes of a binary tree are NULL,It is Difficult to find a successor node,They occupy less size,d
" What may be the psuedo code for finding the size of a tree?",find_size(root_node�>left_node) + 1 + find_size(root_node�>right_node),find_size(root_node�>left_node) + find_size(root_node�>right_node),find_size(root_node�>right_node) � 1,find_size(root_node�>left_node + 1,a
" What is a Cartesian tree?",a skip list in the form of tree,a tree which obeys cartesian product,a tree which obeys heap property and whose inorder traversal yields the given sequence,a tree which obeys heap property only,a
" Which of the below statements are true?
i. Cartesian tree is not a height balanced tree
ii. Cartesian tree of a sequence of unique numbers can be unique generated",both statements are true,only i. is true,only ii. is true,both are false,a
" What is the speciality of cartesian sorting?",it sorts partially sorted set of data quickly,it considers cartesian product of elements,it sorts elements in less than O(logn),it is a self balancing tree,a
" Consider a sequence of numbers to have repetitions, how a cartesian tree can be constructed in such situations without violating any rules?",use any tie-breaking rule between repeated elements,cartesian tree is impossible when repetitions are present,construct a max heap in such cases,construct a min heap in such cases,b
" What happens if we apply the below operations on an input sequence?
i. construct a cartesian tree for input sequence
ii. put the root element of above tree in a priority queue
iii. if( priority queue is not empty) then
iv. search and delete minimum value in priority queue
v. add that to output
vi. add cartesian tree children of above node to priority queue",constructs a cartesian tree,sorts the input sequence,does nothing,produces some random output,c
" Cartesian trees are most suitable for?",searching,finding nth element,minimum range query and lowest common ancestors,self balancing a tree,a
" A treap is a cartesian tree with ___________","additional value, which is a priority value to the key generated randomly","additional value, which is a priority value to the key generated sequentially",additional heap rule,additional operations like remove a range of elements,a
" What is the other name for a postfix expression?",Normal polish Notation,Reverse polish Notation,Warsaw notation,Infix notation,b
" Which of the following is an example for a postfix expression?",a*b(c+d),abc*+de-+,+ab,a+b-c,b
" What is the time complexity of evaluation of postfix expression algorithm?",O (N),O (N log N),O (N2),O (M log N),a
" Which of these operators have the highest order of precedence?",�(� and �)�,�*� and �/�,�~� and �^�,�+� and �-�,d
" Which of the following is not an application of stack?"," evaluation of postfix expression"," conversion of infix to postfix expression"," balancing symbols"," line at ticket counter",b
" While evaluating a postfix expression, when an operator is encountered, what is the correct operation to be performed?",push it directly on to the stack,"pop 2 operands, evaluate them and push the result on to the stack",pop the entire stack,ignore the operator,a
" Which of the following statement is incorrect?",Postfix operators use value to their right,Postfix operators use value to their left,Prefix operators use value to their right,"In postfix expression, operands are followed by operators",d
" What is the result of the given postfix expression?  abc*+ where a=1, b=2, c=3.",4,5,6,7,a
" What is the result of the following postfix expression?
  ab*cd*+ where a=2,b=2,c=3,d=4.",16,12,14,10,a
" Consider the stack
| 5 |
| 4 |
| 3 |
| 2 |.
At this point, �*� is encountered. What has to be done?",5*4=20 is pushed into the stack,* is pushed into the stack,2*3=6 is pushed into the stack,* is ignored,c
" Evaluate the postfix expression ab + cd/- where a=5, b=4, c=9, d=3.",23,15,6,10,b
" Evaluate and write the result for the following postfix expression
   abc*+de*f+g*+ where a=1, b=2, c=3, d=4, e=5, f=6, g=2.",61,59,60,55,a
" How many stacks are required for evaluation of prefix expression?",one,two,three,four,b
" While evaluating a prefix expression, the string is read from?",left to right,right to left,center to right,center to left to right,a
" How many types of input characters are accepted by this algorithm?",one,two,three,four,a
" What determines the order of evaluation of a prefix expression?",precedence and associativity,precedence only,associativity only,depends on the parser,a
" Using the evaluation of prefix algorithm, evaluate +-9 2 7.",10,4,17,14,c
" How many stacks are required for applying evaluation of infix expression algorithm?",one,two,three,four,a
" How many passes does the evaluation of infix expression algorithm makes through the input?",One,Two,Three,Four,a
" Identify the infix expression from the list of options given below.",a/b+(c-d),abc*+d+ab+cd+*ce-f-,ab-c-,+ab,b
" Which of the following statement is incorrect with respect to evaluation of infix expression algorithm?",Operand is pushed on to the stack,"If the precedence of operator is higher, pop two operands and evaluate","If the precedence of operator is lower, pop two operands and evaluate",The result is pushed on to the operand stack,c
" Evaluate the following statement using infix evaluation algorithm and choose the correct answer. 1+2*3-2",3,6,5,4,a
" Of the following choices, which operator has the lowest precedence?",^,+,/,#,b
" Evaluate the following and choose the correct answer.
a/b+c*d where a=4, b=2, c=2, d=1.",1,4,5,2,a
" Evaluate the following statement using infix evaluation algorithm and choose the correct answer. 4*2+3-5/5",10,11,16,12,d
" Using the evaluation of infix expression, evaluate a^b+c  and choose the correct answer. (a=2, b=2, c=2)",12,8,10,6,a
" Evaluate the following infix expression using algorithm and choose the correct answer. a+b*c-d/e^f  where a=1, b=2, c=3, d=4, e=2, f=2.",6,8,9,7,c
" The leaves of an expression tree always contain?",operators,operands,null,expression,a
" What does the other nodes of an expression tree(except leaves) contain?",only operands,only operators,both operands and operators,expression,c
" An expression tree is a kind of?",Binary search tree,Fibonacci tree,Binary tree,Treap,b
" The expression obtained by recursively producing a left expression, followed by an operator, followed by recursively producing a right expression is called?",prefix expression,infix expression,postfix expression,paranthesized expression,d
" When an operand is read, which of the following is done?",It is placed on to the output,It is placed in operator stack,It is ignored,Operator stack is emptied,c
" What should be done when a left parenthesis �(� is encountered?",It is ignored,It is placed in the output,It is placed in the operator stack,The contents of the operator stack is emptied,a
" Which of the following is an infix expression?",(a+b)*(c+d),ab+c*,+ab,abc+*,b
" What is the time complexity of an infix to postfix conversion algorithm?",O(N log N),O(N),O(N2),O(M log N),a
" Which of the following statement is incorrect with respect to infix to postfix conversion algorithm?",operand is always placed in the output,operator is placed in the stack when the stack operator has lower precedence,parenthesis are included in the output,higher and equal priority operators follow the same condition,c
" In infix to postfix conversion algorithm, the operators are associated from?",right to left,left to right,centre to left,centre to right,b
" What data structure is used when converting an infix notation to prefix notation?",Stack,Queue,B-Trees,Linked-list,c
" Out of the following operators (^, *, +, &, $), the one having highest priority is _________",+,$,^,&,b
" Out of the following operators (|, *, +, &, $), the one having lowest priority is ________",+,$,|,&,a
" For the tree below, write the in-order traversal.
","6, 2, 5, 7, 11, 2, 5, 9, 4","6, 5, 2, 11, 7, 4, 9, 5, 2","2, 7, 2, 6, 5, 11, 5, 9, 4","2, 7, 6, 5, 11, 2, 9, 5, 4",b
" For the tree below, write the level-order traversal.
","2, 7, 2, 6, 5, 11, 5, 9, 4","2, 7, 5, 2, 11, 9, 6, 5, 4","2, 5, 11, 6, 7, 4, 9, 5, 2","2, 7, 5, 6, 11, 2, 5, 4, 9",b
" How many child nodes does each node of K-ary Tree contain?",2,3,more than k,at most k,d
" Which of the following is the name of the node having child nodes?",Brother,Sister,Mother,Parent,c
" What is the depth of the root node of K-ary tree?",2,1,0,3,d
" What is the Height of the root node of K-ary tree?",1,2,3,0,a
" Which node is the root node of the following K-ary tree?
",A,B,C,D,d
" Which node is the Leaf node in the following K-ary tree?
",A,B,D,F,c
" Which node is the parent node of Node 5?
",1,5,2,3,a
" Which node is the child node of Node C in the following K-ary tree?
",A,C,G,H,d
" Which node is the child node of the Node B in the following K-ary tree?
",A,C,B,No child node,c
" What is the depth of Node F in the given K-ary tree?
",0,1,2,3,c
" What is the size of the given K-ary tree?
",3,2,6,4,a
" Who is the ancestor of Node H?
",D,F,H,A,d
" Who is descendant of Node C?
",A,E,D,G,a
" What is the size of Node B in given K-ary tree?
",1,2,3,4,a
" What is the upper bound for maximum leaves in K-ary tree with height h?",K*h,K^h,K+h,K-h,b
" What is the height of a K-ary tree having only root node?",1,0,2,3,a
" Which one of the following is the correct formulae to find the parent node at index I?",(I-1)/K,(I+1)/K,(I*1)/K,(I-2)/K,d
" Which nodes are the siblings of Node D of given ternary tree?
",E,C,F,H,d
" How many extra nodes are there in Full K-ary tree than complete K-ary tree?",1,2,3,Both have same number of nodes,b
" In what time can a 2-d tree be constructed?",O(N),O(N log N),O(N2),O(M log N),a
" In a two-dimensional search tree, the root is arbitrarily chosen to be?",even,odd,depends on subtrees,1,d
" Which of the following is the simplest data structure that supports range searching?",Heaps,binary search trees,AA-trees,K-d trees,a
" In a k-d tree, k originally meant?",number of dimensions,size of tree,length of node,weight of node,c
" What will be the correct sequence of insertion for the following k-d tree?
","(30,40),(5,25),(70,70),(10,12),(50,30),(35,45)","(40,30),(5,25),(12,10),(70,70),(30,50),(45,35)","(30,40),(5,25),(10,12),(70,70),(50,30),(35,45)","(40,30),(25,5),(12,10),(70,70),(50,30),(45,35)",b
" Each level in a k-d tree is made of?",dimension only,cutting and dimension,color code of node,size of the level,a
" What is the worst case of finding the nearest neighbour?",O(N),O(N log N),O( log N),O(N3),c
" What is the run time of finding the nearest neighbour in a k-d tree?",O(2+ log N),O( log N),O(2d log N),O( N log N),c
" How many prime concepts are available in nearest neighbour search in a kd tree?",1,2,3,4,a
" Reducing search space by eliminating irrelevant trees is known as?",pruning,partial results,freeing space,traversing,b
" Several kinds of queries are possible on a k-d called as?",partial queries,range queries,neighbour queries,search queries,c
" Which of the following data structure is used to convert postfix expression to infix expression?",Stack,Queue,Linked List,Heap,c
" The postfix expression abc+de/*- is equivalent to which of the following infix expression?",abc+-de*/,(a+b)-d/e*c,a-(b+c)*(d/e),abc+*-(d/e),d
" The equivalent infix expression and value for the postfix form 1 2 + 3 * 4 5 * � will be ___________",1 + 2 * 3 � 4 * 5 and -13,(2 + 1) * (3 � 4) * 5 and 13,1 + 2 * (3 � 4) * 5 and -11,(1 + 2) * 3 � (4 * 5) and -11,d
" What is the value of the postfix expression  2 3 + 4 5 6 � � *",19,21,-4,25,d
" The prefix expression of the postfix expression AB+CD-* is __________",(A+B)*(C-D),+AB*-CD,A+*BCD-,*+AB-CD,c
" Consider the postfix expression 4 5 6 a b 7 8 a c, where a, b, c are operators. Operator a has higher precedence over operators b and c. Operators b and c are right associative. Then, equivalent infix expression is",4 a 5 6  b 7 8 a c,4 a 5 c 6 b 7 a 8,4 b 5 a 6 c 7 a 8,4 a 5 b 6 c 7 a 8,a
" Which of the following is valid reverse polish expression?",a op b,op a b,a b op,both op a b and a b op,b
" What is the possible number of binary trees that can be created with 3 nodes, giving the sequence N, M, L when traversed in post-order.",15,3,5,8," "
" The post-order traversal of a binary tree is O P Q R S T. Then possible pre-order traversal will be ________",T Q R S O P,T O Q R P S,T Q O P S R,T Q O S P R,d
" A binary search tree contains values 7, 8, 13, 26, 35, 40, 70, 75. Which one of the following is a valid post-order sequence of the tree provided the pre-order sequence as 35, 13, 7, 8, 26, 70, 40 and 75?","7, 8, 26, 13, 75, 40, 70, 35","26, 13, 7, 8, 70, 75, 40, 35","7, 8, 13, 26, 35, 40, 70, 75","8, 7, 26, 13, 40, 75, 70, 35",b
" Which of the following pair�s traversals on a binary tree can build the tree uniquely?",post-order and pre-order,post-order and in-order,post-order and level order,level order and preorder,a
" A full binary tree can be generated using ______",post-order and pre-order traversal,pre-order traversal,post-order traversal,in-order traversal,b
" The maximum number of nodes in a tree for which post-order and pre-order traversals may be equal is ______",3,1,2,any number,b
" The pre-order and in-order are traversals of a binary tree are T M L N P O Q and L M N T O P Q. Which of following is post-order traversal of the tree?",L N M O Q P T,N M O P O L T,L M N O P Q T,O P L M N Q T,b
" For the tree below, write the pre-order traversal.
","2, 7, 2, 6, 5, 11, 5, 9, 4","2, 7, 5, 2, 6, 9, 5, 11, 4","2, 5, 11, 6, 7, 4, 9, 5, 2","2, 7, 5, 6, 11, 2, 5, 4, 9",c
" For the tree below, write the post-order traversal.
","2, 7, 2, 6, 5, 11, 5, 9, 4","2, 7, 5, 2, 6, 9, 5, 11, 4","2, 5, 11, 6, 7, 4, 9, 5, 2","2, 7, 5, 6, 11, 2, 5, 4, 9",a
" Which of the following is not a random tree?",Treap,Random Binary Tree,Uniform Spanning Tree,AVL Tree,a
" Which process forms the randomized binary search tree?",Stochastic Process,Branching Process,Diffusion Process,Aggregation Process,d
" How many randomized binary search trees can be formed by the numbers (1, 3, 2)?",2,3,6,5,d
" What is the expected depth of a node in a randomized binary search tree?",log n,n!,n2,2 log n + O(1),d
" What is the longest length path for a node x in random binary search tree for the insertion process?",log x,x2,x!,4.311 log x,d
" What is the special property of red-black trees and what root should always be?",a color which is either red or black and root should always be black color only,height of the tree,pointer to next node,a color which is either green or black,a
" Why do we impose restrictions like
 . root property is black
 . every leaf is black
 . children of red node are black
 . all leaves have same black",to get logarithm time complexity,to get linear time complexity,to get exponential time complexity,to get constant time complexity,a
" Cosider the below formations of red-black tree.

   All the above formations are incorrect for it to be a redblack tree. then what may be the correct order?","50-black root, 18-red left subtree, 100-red right subtree","50-red root, 18-red left subtree, 100-red right subtree","50-black root, 18-black left subtree, 100-red right subtree","50-black root, 18-red left subtree, 100-black right subtree",a
" What are the operations that could be performed in O(logn) time complexity by red-black tree?","insertion, deletion, finding predecessor, successor",only insertion,"only finding predecessor, successor",for sorting,c
" Which of the following is an application of Red-black trees and why?",used to store strings efficiently,used to store integers efficiently,"can be used in process schedulers, maps, sets",for efficient sorting,a
" When it would be optimal to prefer Red-black trees over AVL trees?",when there are more insertions or deletions,when more search is needed,when tree must be balanced,when log(nodes) time complexity is needed,b
" Why Red-black trees are preferred over hash tables though hash tables have constant time complexity?",no they are not preferred,because of resizing issues of hash table and better ordering in redblack trees,because they can be implemented using trees,because they are balanced,a
" How can you save memory when storing color information in Red-Black tree?",using least significant bit of one of the pointers in the node for color information,using another array with colors of each node,storing color information in the node structure,using negative and positive numbering,a
" When to choose Red-Black tree, AVL tree and B-trees?","many inserts, many searches and when managing more items respectively","many searches, when managing more items respectively and many inserts respectively","sorting, sorting and retrieval respectively","retrieval, sorting and retrieval respectively",a
" Which of the following is not the self balancing binary search tree?",AVL Tree,2-3-4 Tree,Red � Black Tree,Splay Tree,a
" The binary tree sort implemented using a self � balancing binary search tree takes ______ time is worst case.",O(n log n),O(n),O(n2),O(log n),b
"  An AVL tree is a self � balancing binary search tree, in which the heights of the two child sub trees of any node differ by _________",At least one,At most one,Two,At most two,d
" Associative arrays can be implemented using __________",B-tree,A doubly linked list,A single linked list,A self balancing binary search tree,b
" Which of the following is a self � balancing binary search tree?",2-3 tree,Threaded binary tree,AA tree,Treap,a
" A self � balancing binary search tree can be used to implement ________",Priority queue,Hash table,Heap sort,Priority queue and Heap sort,c
" In which of the following self � balancing binary search tree the recently accessed element can be accessed quickly?",AVL tree,AA tree,Splay tree,Red � Black tree,a
" The minimum height of self balancing binary search tree with n nodes is _____",log2(n),n,2n + 1,2n � 1,a
" What are splay trees?",self adjusting binary search trees,self adjusting binary trees,a tree with strings,a tree with probability distributions,b
" Which of the following property of splay tree is correct?",it holds probability usage of the respective sub trees,"any sequence of j operations starting from an empty tree with h nodes atmost, takes O(jlogh) time complexity",sequence of operations with h nodes can take O(logh) time complexity,splay trees are unstable trees,c
" Why to prefer splay trees?",easier to program,space efficiency,easier to program and faster access to recently accessed items,quick searching,a
" What is a splay operation?",moving parent node to down of child,moving a node to root,moving root to leaf,removing leaf node,a
" Which of the following options is an application of splay trees?",cache Implementation,networks,send values,receive values,b
" When we have red-black trees and AVL trees that can perform most of operations in logarithmic times, then what is the need for splay trees?",no there is no special usage,"In real time it is estimated that 80% access is only to 20% data, hence most used ones must be easily available",redblack and avl are not upto mark,they are just another type of self balancing binary search trees,a
" What is the other name for Suffix Tree?",Array,Stack,Priority Queue,PAT Tree,b
" Which tree allows fast implementation of string operation?",Rope Tree,Suffix Tree,Tango Tree,Top Tree,d
" How much time does construction of suffix tree take?",O (log M),O (M!),Exponential to Length of Tree,Linear to Length of Tree,d
" How much space does construction of suffix tree takes?",O (log M),Exponential to Length of Tree,O (M!),Linear to Length of Tree,b
" Which tree provides a linear time solution for substring operation?",Rope Tree,Suffix Tree,Tango Tree,Top Tree,a
" Who proposed the concept of Suffix Tree?",Weiner,Samuel F. B. Morse,Friedrich Clemens Gerke,Alexander Morse,c
" Who among the following provided the first online contribution of Suffix Tree?",Weiner,Samuel F. B. Morse,Ukkonen,Alexander Morse,d
" What is the time complexity of Uttkonen�s algorithm?",O (log n!),O (n!),O (n2),O (n log n),b
" Who among the following provided the first suffix tree contribution for all alphabet?",Weiner,Farach,Ukkonen,Alexander Morse,b
" Who among the following algorithm is used in external memory and compression of the suffix tree?",Weiner�s algorithm,Farach�s algorithm,Ukkonen�s algorithm,Alexander Morse,a
" Which statement is correct of suffix tree with a string of length n?",The tree has n leaves.,The tree has n roots,Height of Tree is n,Depth of tree is n,b
" Which tree allows fast implementation of a set of string operation?",Rope Tree,Tango Tree,Generalized Suffix Tree,Top Tree,d
" Who developed the concept of tango tree?",Erik Demaine,Mihai Patrascu,John Lacono,All of the mentioned,c
" Which type of tree is tango tree?",Ternary Tree,AVL Tree,Binary Search Tree,K-ary Tree,b
" After which city is tango tree named?",Vatican City,Buenos Aires,New York,California,d
" Which type of binary search tree or algorithm does tango tree use?",Online,Offline,Static,Dynamic,d
" What is the time complexity of for achieving competitive ratio by tango tree?",O (log n),O (n2),O (n!),O (log (log n)),a
" Which type of binary search tree is imitated for construction of tango tree?",Complete Binary Search Tree,Perfect Binary Search Tree,Balanced Binary Search Tree,Degenerate Binary Search Tree,a
" Which special balanced binary search tree is used to store the nodes of auxiliary tree?",Red � Black Tree,Red � Brown Tree,Red � Yellow Tree,Red � Tango Tree,a
" Which operation is used to combine two auxiliary trees?",Join,Combinatorial,Add,Concatenation,a
" Which operation is used to break a preferred path into two sets of parts at a particular node?",Differentiate,Cut,Integrate,Join,d
" What is the upper bound for a tango tree if k is a number of interleaves?",k+2 O (log (log n)),k O (log n),K2 O (log n),k+1 O (log (log n)),d
" What is the time complexity for searching k+1 auxiliary trees?",k+2 O (log (log n)),k+1 O (log n),K+2 O (log n),k+1 O (log (log n)),d
" What is the time complexity for the update cost on auxiliary trees?",O (log (log n)),k-1 O (log n),K2 O (log n),k+1 O (log (log n)),b
" What is the smallest element of the given minimum ternary heap?
",1,10,18,20,a
" What is the highest element of the given maximum ternary heap?
",31,10,18,20,b
" What is the child of smallest element of the given minimum ternary heap?
",1,10,22,24,c
" What are the siblings of smallest element of the given maximum ternary heap?
",31,12,18,22,a
" What is the height of a given minimum ternary heap?
",1,10,2,24,a
" What is the ancestor of the leaf node in a given minimum ternary heap?
",1,10,18,20,d
" Which property should ternary heap hold for execution?",Associative,Commutative,Tree,Heap,a
" What is the process of building a ternary heap called?",Heapify,Hashing,Linking,Merging,c
" Which type of data structure is a ternary heap?",Array,Hash,Priority Queue,Priority Stack,a
" What is a ternary heap?",An array with three elements,Linked list with three elements,Tree with three children,Heap with all nodes having three children,c
" How many extra nodes are there in Full ternary tree than a complete ternary tree?",1,2,3,Both have same number of nodes,b
" What is the time complexity for inserting a new item in a ternary heap of n elements?",O (log n/ log 3),O (n!),O (n),O (1),a
" What is the time complexity for decreasing priority of key in a minimum ternary heap of n elements?",O (log n/ log 3),O (n!),O (n),O (1),a
" What is the time complexity for increasing priority of key in a maximum ternary heap of n elements?",O (log n/ log 3),O (n!),O (n),O (1),b
" What is the time complexity for deleting root key in a ternary heap of n elements?",O (log n/ log 3),O (3log n/ log 3),O (n),O (1),b
" What is the time complexity for increasing priority of key in a minimum ternary heap of n elements?",O (log n/ log 3),O (3log n/ log 3),O (n),O (1),b
" What is the time complexity for decreasing priority of key in a maximum ternary heap of n elements?",O (log n/ log 3),O (3log n/ log 3),O (n),O (1),a
" What is the time complexity for creating a ternary heap using swapping?",O (log n/ log 3),O (n!),O (n),O (1),a
" How many child nodes does each node of Ternary Tree contain?",4,6,5,3,d
" Which of the following is the name of the node having child nodes?",Brother,Sister,Mother,Parent,c
" What is the depth of the root node of the ternary tree?",2,1,0,3,d
" What is the Height of the root node of ternary tree?",1,2,3,0,a
" What is a threaded binary tree traversal?",a binary tree traversal using stacks,a binary tree traversal using queues,a binary tree traversal using stacks and queues,a binary tree traversal without using stacks and queues,a
" What are the disadvantages of normal binary tree traversals?",there are many pointers which are null and thus useless,there is no traversal which is efficient,complexity in implementing,improper traversals,a
" In general, the node content in a threaded binary tree is ________","leftchild_pointer, left_tag, data, right_tag, rightchild_pointer","leftchild_pointer, left_tag","leftchild_pointer, left_tag, right_tag, rightchild_pointer","leftchild_pointer, left_tag, data",a
" What are null nodes filled with in a threaded binary tree?",inorder predecessor for left node and inorder successor for right node information,right node with inorder predecessor and left node with inorder successor information,they remain null,some other values randomly,a
" Which of the following tree traversals work if the null left pointer pointing to the predecessor and null right pointer pointing to the successor in a binary tree?","inorder, postorder, preorder traversals",inorder,postorder,preorder,a
" What are double and single threaded trees?","when both left, right nodes are having null pointers and only right node is null pointer respectively",having 2 and 1 node,using single and double linked lists,using heaps and priority queues,a
" Which algorithm is used in the top tree data structure?",Divide and Conquer,Greedy,Backtracking,Branch,d
" For how many vertices in a set, is top tree defined for underlying tree?",3,4,5,2,a
" How many edges are present in path cluster?",2,3,6,1,a
" How many edges does a leaf cluster contain?",0,1,2,3,b
" How many edges are present in Edge cluster?",0,1,2,4,a
" Which data structure is used to maintain a dynamic forest using a link or cut operation?",Top Tree,Array,Linked List,Stack,a
" What is the time complexity for the initialization of top tree?",O (n),O (n2),O (log n),O (n!),a
" How many top trees are there in a tree with single vertex?",0,1,2,3,d
